ID,SalePrice
1461,146543.36099808023
1462,114094.83497975394
1463,193245.11169668613
1464,218580.80661808536
1465,219536.2167888562
1466,190961.79194766807
1467,147709.61817865318
1468,179823.78495510097
1469,184489.28462735133
1470,143600.03701958328
1471,213360.9094790013
1472,73532.12666377169
1473,122358.15254053858
1474,149239.1868155133
1475,56093.98695072299
1476,329542.9293874714
1477,260111.77835827228
1478,297281.8717516733
1479,308238.70439795626
1480,477695.79606869584
1481,311407.1775281718
1482,211023.73433490167
1483,178871.33515614923
1484,161491.32232792058
1485,190294.64338242775
1486,196776.0394713264
1487,410489.32292892237
1488,248714.469538406
1489,205495.51192461024
1490,258908.7715869589
1491,163945.0447941611
1492,173136.07447905827
1493,204016.54031447915
1494,258234.51169836603
1495,273161.1710627194
1496,224144.65120376332
1497,182326.34121875383
1498,176996.25339037506
1499,151810.0223079821
1500,138981.34838218836
1501,163905.0333199429
1502,178625.2620299767
1503,349642.63375386724
1504,223717.02079924184
1505,225812.5385458785
1506,178605.4090855372
1507,262959.8003468631
1508,228610.6055782059
1509,177098.19955914235
1510,101464.32583296846
1511,143362.06128370285
1512,145375.48173375928
1513,130479.27663273294
1514,174920.6785280333
1515,144129.8119787852
1516,161451.83004541998
1517,153595.78660479502
1518,168963.4388617354
1519,174329.39520777692
1520,127578.94966914074
1521,126319.88707114884
1522,197246.03287464392
1523,81106.42616742209
1524,82290.6047856008
1525,136699.80761443544
1526,104109.05880521517
1527,145767.33201965597
1528,154435.61560013366
1529,93649.98334452056
1530,145917.3311804788
1531,111380.90688666713
1532,155224.13224334375
1533,111590.75099586928
1534,133709.77577238693
1535,108515.95279412158
1536,153498.38822581922
1537,174370.75373750716
1538,186644.03054517938
1539,50446.624994008685
1540,125647.12178109318
1541,156896.62949425704
1542,154107.79383371875
1543,195761.6271447274
1544,132878.56781987695
1545,151248.84608057083
1546,133251.81309286947
1547,231646.57222632796
1548,65754.44617745443
1549,162181.08722923137
1550,151703.4000581241
1551,161467.52347534162
1552,73384.98411568021
1553,162458.8685599228
1554,116161.03532373381
1555,160883.71117814945
1556,81900.68414171401
1557,191638.58301996754
1558,108158.63622236613
1559,113879.00591644726
1560,56625.6080298624
1561,127596.944393627
1562,125173.5946305322
1563,132863.40786739253
1564,172685.80376862513
1565,179189.77353778027
1566,305712.35815623694
1567,123127.7418028916
1568,227734.2318056909
1569,83739.31413966429
1570,173378.72702297848
1571,141033.69933324913
1572,141390.91948202474
1573,246070.0782292165
1574,145437.4502610166
1575,310694.7027021913
1576,299218.5461595296
1577,190621.89865738922
1578,131359.4975082269
1579,154672.06313109992
1580,199151.9624948356
1581,106730.08654104394
1582,121811.63749653171
1583,360982.1655405469
1584,237217.2189018461
1585,136236.28702073602
1586,98684.60008283285
1587,120896.19863976294
1588,158615.76237970707
1589,109487.08420035278
1590,145161.17894638516
1591,51696.52382995805
1592,155273.55928984552
1593,133202.3504147383
1594,216099.23259894457
1595,133482.28335996147
1596,172244.10094241903
1597,82046.63288626692
1598,180113.9407149679
1599,177627.0283660388
1600,197379.05535860872
1601,121614.30271118577
1602,156600.063728626
1603,161872.8030107268
1604,274044.7248837111
1605,248172.94934715307
1606,194539.37095421168
1607,224329.57106795744
1608,232734.9174906941
1609,183812.77398504992
1610,139676.1555944453
1611,163594.57211202336
1612,194257.49607750063
1613,188684.35949971143
1614,184907.03702255734
1615,56579.21423181414
1616,46477.70285220083
1617,101967.50795341702
1618,116193.37125228113
1619,174734.75771201996
1620,178821.2631853649
1621,173817.1382489499
1622,182481.26763258304
1623,258238.74957228708
1624,190063.4659826645
1625,100392.73896023934
1626,174256.07895047904
1627,209215.6868386959
1628,256453.21659153968
1629,198729.53088700178
1630,304727.2931834067
1631,149061.4701668789
1632,190011.65324309282
1633,204390.97610950354
1634,179434.78938925278
1635,198150.7648747121
1636,180756.0756705323
1637,184347.08140408318
1638,205524.02522100264
1639,215018.46073135873
1640,215092.45826841716
1641,177073.5226414462
1642,206588.10739485826
1643,237500.35045085452
1644,229798.59356461396
1645,132756.54287169408
1646,151211.83651435538
1647,165426.46083475742
1648,103304.86996484187
1649,135757.26553948375
1650,137390.82578146365
1651,126705.74853630445
1652,141322.46053467412
1653,154397.21791010734
1654,157632.5483522712
1655,137031.12121651752
1656,158201.39737922663
1657,161397.99447725527
1658,148521.00498267554
1659,112521.40489102597
1660,148226.41557597753
1661,662303.8216633677
1662,243951.0503639162
1663,367267.44652702915
1664,759312.6652400919
1665,315210.54506916564
1666,421869.3097548956
1667,218176.0456161286
1668,352316.67032824724
1669,304540.98841462645
1670,351057.66406187264
1671,223899.61752519128
1672,540752.1291954422
1673,275719.2052453868
1674,271983.14315562893
1675,191638.77599717374
1676,203921.88228796737
1677,211518.86657367193
1678,446859.46453692345
1679,350745.39418889175
1680,280343.9134290278
1681,238238.82372949377
1682,292619.8648987411
1683,197175.9906173983
1684,179224.18313316617
1685,166650.51825622737
1686,173760.05908283463
1687,179964.91298712243
1688,193140.86393615732
1689,213882.92096818367
1690,196382.8156881095
1691,186229.94930448767
1692,242620.07493401843
1693,184450.83831104415
1694,185043.67523623665
1695,181707.3366202534
1696,280953.3305228166
1697,183589.10335729388
1698,348544.98649256036
1699,365379.1101470792
1700,206888.76421392465
1701,216696.87837889954
1702,248039.6161360147
1703,293897.9398846327
1704,330871.29132294864
1705,228740.67487535486
1706,485226.9638455269
1707,210766.0741121663
1708,180736.36218086164
1709,314871.8313172613
1710,258604.28540739557
1711,273505.31595102453
1712,268056.6998617919
1713,289192.9495040965
1714,174895.9184181001
1715,181506.9300910692
1716,237971.19874636398
1717,181606.16855121753
1718,1425.2193623905187
1719,160358.21780890715
1720,238906.60907366115
1721,200971.80513132364
1722,2513.4737910624244
1723,160536.61950061691
1724,229233.13522959664
1725,215626.10266179522
1726,191972.6136252199
1727,165279.56778329925
1728,183786.91049296875
1729,152516.94550043019
1730,138577.68291781796
1731,115795.41154146078
1732,35883.32394592138
1733,138937.27390407736
1734,143572.2630466118
1735,143704.61184973968
1736,118567.85256811895
1737,314367.1299462995
1738,259360.99904192355
1739,264810.43131868436
1740,245819.16675728362
1741,229418.4171442209
1742,152274.64089506527
1743,183961.89870548027
1744,268243.39316585823
1745,224848.0165734113
1746,209614.1162061938
1747,199439.60111623467
1748,226311.77873864525
1749,172619.5603225415
1750,135579.56029815017
1751,242466.25474568037
1752,115002.60613603261
1753,135424.7790192539
1754,216602.76931623882
1755,152799.78776436998
1756,124646.8383655916
1757,102454.30294564716
1758,94421.51942473208
1759,101320.31455372821
1760,203907.53929713147
1761,197615.2389832926
1762,173360.6410888785
1763,142837.2843167201
1764,90012.09466572048
1765,143329.72627575335
1766,112484.44367258542
1767,201992.7290415062
1768,122205.11016591534
1769,61504.883857180714
1770,121090.17722107435
1771,140470.89938656287
1772,141053.6310363427
1773,125983.06891600566
1774,185372.93905555655
1775,106870.7028397962
1776,121241.20060426823
1777,116120.9325700124
1778,138975.2840425952
1779,92623.18106728792
1780,198547.37940676918
1781,116710.45333963807
1782,58191.73137747834
1783,101655.26520502905
1784,78759.0053687311
1785,193426.23775860015
1786,257951.12913906388
1787,106986.3768608917
1788,99675.33422391908
1789,117536.63145316439
1790,97456.63976943132
1791,68075.5217263872
1792,168511.20079538983
1793,146184.2362161877
1794,153672.51710347855
1795,115591.6250024439
1796,152272.99177513784
1797,70120.32994037622
1798,107064.04738116253
1799,101031.5312964759
1800,133202.49808093265
1801,85082.91232101189
1802,174645.82456014655
1803,101973.31185516703
1804,136837.7661565171
1805,152255.12654648314
1806,138965.22125905892
1807,169625.52817469346
1808,117420.93833931396
1809,89882.99422456964
1810,182339.9189695482
1811,135956.6178854471
1812,124432.09641015367
1813,135454.39540400915
1814,147802.00606863317
1815,114235.71984567831
1816,132529.75324096694
1817,171799.2642879109
1818,198676.05661540676
1819,148436.2537369798
1820,118305.87786059664
1821,196925.54073799495
1822,148961.186427442
1823,125763.88836561085
1824,203804.76574709755
1825,149351.74189765134
1826,130183.4416958734
1827,139519.21833383467
1828,177205.9396418929
1829,-144175.18596838968
1830,271209.40604918834
1831,137233.79931668763
1832,164892.3929127534
1833,195180.3631287195
1834,104048.49112483964
1835,168946.31732586492
1836,187979.47954448406
1837,215688.20354184357
1838,169438.21527682093
1839,89167.92875380476
1840,231363.00080646307
1841,136693.7943710211
1842,132255.82352310105
1843,123404.6290178505
1844,153625.45436463866
1845,184008.64524015633
1846,182468.25091215095
1847,115971.47758076957
1848,114232.22657837172
1849,140248.3801390162
1850,89036.98310415377
1851,148780.2713200166
1852,82686.1337181353
1853,126132.00807699002
