index,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0,0.23529411764705882,0.8055222215314651,0.1506849315068493,0.03341980415527355,0.9893671502598812,0.01200779662778828,0.40535986529780293,0.33731354787646917,0.11139733348352186,0.0,0.4228963675181334,0.5116447526802175,0.35775559804349866,0.9677852974105099,0.8734017187984461,0.6666666666666666,0.5,0.9492753623188406,0.8833333333333333,0.3861852170229261,0.017862270579991506,0.6740382350223303,0.832466595884318,0.2022022688786446,0.5054206720462863,0.3708529354240321,0.9512457590865784,0.4317168077232978,0.7628985388469612,0.3945264522597647,0.9706179711933967,0.12508858965272857,0.7023003826721496,0.0,0.06421232876712332,0.1400981996726678,0.9768721717786346,0.9805300313987051,0.9943868282519239,1.0,0.11977971546581,0.4135593220338983,0.0,0.25923134890730976,0.33333333333333337,0.0,0.6666666666666666,0.5,0.37500000000000006,0.33333333333333337,0.46661591274222775,0.5,0.9684215086529332,0.0,0.6409177211501187,0.4690539288028307,0.717967820096364,0.5,0.38645980253878703,0.7345934815634958,0.9771367227692714,0.9999999999999999,0.0,0.11151736745886655,0.0,0.0,0.0,0.0,0.0,0.09090909090909094,0.5,0.312753480306898,0.44731996227607473,208500.0
1,0.0,0.8055222215314651,0.20205479452054792,0.03879501741101685,0.9846718404236062,0.00021137878833402124,0.4240255885733274,0.41656614885201265,0.22102554654825113,0.06438810260610998,0.6416314830168468,0.09876810283781468,0.3600604915647532,0.9999999999999999,0.5762585165884331,0.5555555555555556,0.875,0.7536231884057971,0.4333333333333333,0.3861852170229261,0.017862270579991506,0.39719282093636,0.3407655685913259,0.14569101747828045,0.21760811507318262,0.3708529354240321,0.37722425792157555,0.44017987415516263,0.7628985388469612,1.0,0.4518999453686414,0.1732813607370659,0.7023003826721496,0.0,0.12157534246575345,0.20654664484451724,0.9768721717786346,0.9739249191266488,0.9816482703748681,0.9805334765077077,0.21294171638366222,0.0,0.0,0.17483044461190655,0.0,0.5000000000000001,0.6666666666666666,0.0,0.37500000000000006,0.33333333333333337,0.1548848758123406,0.3333333333333333,0.9806551263123161,0.3333333333333333,0.6573433120252291,0.26064760413126375,0.7088360276581425,0.5,0.3244005641748942,0.7345934815634958,0.9696328656019438,0.9579404614055916,0.34772462077012833,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.25,0.3081902578870089,0.46882214474525447,181500.0
2,0.23529411764705882,0.8055222215314651,0.16095890410958902,0.04650727990838767,0.9999999999999999,0.6072830980147093,0.44240889215425533,0.6839970836709477,0.06332643175993911,0.06438810260610998,0.433749873415619,0.5152624545726138,0.35775559804349866,0.9269017521463113,0.8340764537178599,0.6666666666666666,0.5,0.9347826086956522,0.8666666666666667,0.37123863539510377,0.0,0.6740382350223303,0.820148086629641,0.5737870653805878,0.5196064003077852,0.3698153128535634,1.0,0.4317168077232978,0.7546553754018578,0.5745639741248976,0.9902974509569133,0.08610914245216159,0.7068158160329334,0.0,0.18578767123287673,0.1505728314238953,0.9823017752992841,1.0,0.9774402254947392,1.0,0.13446535107847635,0.41937046004842615,0.0,0.27354935945742276,0.33333333333333337,0.0,0.6666666666666666,0.5,0.37500000000000006,0.33333333333333337,0.46661591274222775,0.3333333333333333,0.9684215086529332,0.3333333333333333,0.6558604475474289,0.5018746978631821,0.7153131290425466,0.5,0.4287729196050776,0.7345934815634958,0.9771367227692714,0.9975678219743588,0.0,0.07678244972577697,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.5,0.3117495076321509,0.44731996227607473,223500.0
3,0.29411764705882354,0.8166400881997422,0.13356164383561642,0.0385613124868541,0.9999999999999999,0.5717232399356555,0.4240255885733274,0.0,0.1510032701332519,0.06438810260610998,0.5028035095039765,0.5147291149862819,0.35775559804349866,0.9677852974105099,0.844628732039814,0.6666666666666666,0.5,0.3115942028985508,0.3333333333333333,0.37123863539510377,0.02341076424855,0.4022940301366281,0.4675986370310125,0.1425166066934259,0.2201609916424775,0.3750435988377357,0.2539893956393629,0.1640348923442592,0.9008402863680683,0.3944697269858323,0.45060614772295665,0.03827072997873849,0.7023003826721496,0.0,0.23116438356164387,0.12373158756137483,0.9773084288940971,0.4290286458058753,0.9902943964131052,0.9805334765077077,0.14387333639284075,0.36610169491525424,0.0,0.26055011303692543,0.33333333333333337,0.0,0.33333333333333326,0.0,0.37500000000000006,0.33333333333333337,0.46737518792832267,0.41666666666666663,0.9806551263123161,0.3333333333333333,0.22431960166348475,0.4186758449369285,0.28474429971824256,0.75,0.4527503526093089,0.7345934815634958,0.9696328656019438,0.9632261081555797,0.0,0.06398537477148081,0.4927536231884059,0.0,0.0,0.0,0.0,0.09090909090909094,0.0,0.3081902578870089,0.32309968777031883,140000.0
4,0.23529411764705882,0.8202908353891853,0.21575342465753422,0.06057631634298535,0.9412551126780744,0.5717232399356555,0.4269568149893348,0.0,0.24961032521208146,0.03888684286452918,0.9991083825579827,0.5116447526802175,0.3600604915647532,0.9677852974105099,0.8734017187984461,0.7777777777777777,0.5,0.927536231884058,0.8333333333333333,0.37123863539510377,0.017862270579991506,0.6783975678756649,0.8304929521444951,0.621128648752947,0.5192714698726323,0.3708529354240321,0.9512457590865784,0.44017987415516263,0.7567190051600209,0.6290736818514134,1.0,0.11605244507441531,0.683694112373981,0.0,0.20976027397260277,0.18739770867430444,0.9927904262596303,0.9739249191266488,0.9902943964131052,1.0,0.18609453877925652,0.5099273607748184,0.0,0.3511680482290882,0.33333333333333337,0.0,0.6666666666666666,0.5,0.5,0.33333333333333337,0.45409682880613067,0.5833333333333333,1.0,0.3333333333333333,0.6409177211501187,0.4047976660179141,0.7380710438227648,0.75,0.5895627644569816,0.7313306527247441,0.9842400604257906,0.9632261081555797,0.22403733955659277,0.15356489945155394,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.3073763041464287,0.44731996227607473,250000.0
5,0.17647058823529413,0.8055222215314651,0.2191780821917808,0.059898572062913366,0.9815279552555735,0.4779393312887408,0.40535986529780293,0.6839970836709477,0.11139733348352186,0.11247185120773069,0.2844967392883846,0.4937252321803915,0.35775559804349866,0.989502632939085,0.29380976789491803,0.4444444444444444,0.5,0.8768115942028986,0.75,0.38383313062790536,0.025607202960885873,0.6737370942516304,0.8304929521444951,0.14161578906132286,0.21760811507318262,0.3660851689248856,0.8023671683674445,0.4421322755041296,0.7546553754018578,0.3945264522597647,0.9706179711933967,0.12969525159461376,0.6668406463427441,0.0,0.02739726027397263,0.130278232405892,0.9773084288940971,0.9805300313987051,0.9943868282519239,0.9868766563338263,0.10601193207893528,0.27409200968523006,0.0,0.19366993217784478,0.33333333333333337,0.0,0.33333333333333326,0.5,0.12500000000000003,0.33333333333333337,0.1513892579718373,0.25,1.0,0.0,0.6403193361254912,0.43272863158840785,0.2795391071076974,0.5,0.33850493653032443,0.7312145812681645,1.0,0.9632261081555797,0.04667444574095683,0.05484460694698355,0.0,0.6299212598425197,0.0,0.0,0.04516129032258064,0.8181818181818181,0.75,0.3117495076321509,0.4625449903559693,143000.0
6,0.0,0.8167559051384712,0.18493150684931506,0.04105728107691229,0.9999999999999999,0.00021137878833402124,0.40535986529780293,1.0,0.06332643175993911,0.03337781350251096,0.5203042266016407,0.4948950180303769,0.3553327300979134,0.9677852974105099,0.5489831967530135,0.7777777777777777,0.5,0.9565217391304348,0.9166666666666666,0.38383313062790536,0.017862270579991506,0.681963305142218,0.820148086629641,0.3009408421149954,0.5251952404794122,0.3698153128535634,0.9629485051027958,1.0,0.7659174319793114,0.6290736818514134,0.9902974509569133,0.24255846917080082,0.7068158160329334,0.0,0.13570205479452058,0.2759410801963994,0.9823017752992841,0.9924361801770971,1.0,0.9868766563338263,0.31206975676916016,0.0,0.0,0.2562170308967596,0.33333333333333337,0.0,0.6666666666666666,0.0,0.37500000000000006,0.33333333333333337,0.46661591274222775,0.41666666666666663,1.0,0.3333333333333333,0.6558604475474289,0.41068721348845727,0.717967820096364,0.5,0.44851904090267986,0.7364780426911302,1.0,0.9999999999999999,0.2975495915985998,0.10420475319926875,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.25,0.31349475952685757,0.4682801319406649,307000.0
7,0.23529411764705882,0.8166400881997422,0.20205479452054792,0.04245016242492229,0.9999999999999999,0.5819178335078019,0.4269568149893348,0.6839970836709477,0.12770969121608738,0.03337781350251096,0.39792625668831294,0.7847286384247674,0.3600604915647532,0.989502632939085,0.8734017187984461,0.6666666666666666,0.625,0.7318840579710145,0.3833333333333333,0.3861852170229261,0.0,0.45661867994049654,0.4964170471095668,0.20189615563188773,0.2201609916424775,0.3750435988377357,0.37942503995132026,0.4317168077232978,0.7628985388469612,0.57173935999571,0.44930975174839255,0.15219702338766833,0.4272211456667211,0.021709633649932163,0.09246575342465754,0.18117839607201314,0.9823017752992841,0.9739249191266488,0.9774402254947392,1.0,0.17737494263423587,0.47602905569007264,0.0,0.33082140165787494,0.33333333333333337,0.0,0.6666666666666666,0.5,0.37500000000000006,0.33333333333333337,0.1513892579718373,0.41666666666666663,0.9806551263123161,0.6666666666666667,0.6558604475474289,0.1775500990494504,0.7380710438227648,0.5,0.34132581100141046,0.7364780426911302,1.0,0.9632261081555797,0.2742123687281214,0.37294332723948814,0.4130434782608696,0.0,0.0,0.0,0.022580645161290325,0.9090909090909092,0.75,0.3117495076321509,0.465750483604944,200000.0
8,0.17647058823529413,0.3629703229256474,0.10273972602739725,0.022529154689289302,0.9815279552555735,0.02161898005849469,0.4240255885733274,1.0,0.11367641063329928,0.06438810260610998,0.149980180009026,0.01779172394567008,0.35775559804349866,0.9999999999999999,0.3085449327737293,0.6666666666666666,0.5,0.42753623188405804,0.0,0.3770051960233109,0.017862270579991506,0.5888889598657352,0.45629917968088407,0.14220622760789656,0.21760811507318262,0.3750435988377357,0.23417481894901226,0.16087151282566162,0.7546553754018578,0.3945264522597647,0.5044245161589482,0.0,0.7023003826721496,0.0,0.40753424657534254,0.15581014729950904,0.998138554334987,0.3871317987501682,0.9943868282519239,0.22032122168027968,0.15787058283616337,0.3641646489104116,0.0,0.2712886209495102,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666667,0.14818318620279533,0.5,0.6451488829276237,0.6666666666666667,0.22040668234321292,0.16326069565151752,0.28869012889892026,0.5,0.33004231311706633,0.3233271386941777,1.0,0.9632261081555797,0.10501750291715287,0.0,0.37137681159420294,0.0,0.0,0.0,0.0,0.2727272727272727,0.5,0.31349475952685757,0.31254658754109516,129900.0
9,1.0,0.8166400881997422,0.09931506849315068,0.028605482717520857,0.9846718404236062,0.01200779662778828,0.4240255885733274,0.6839970836709477,0.2752523093886121,0.11247185120773069,0.14563224049661042,0.020836900360164723,0.08372827804107419,0.01816300724269093,0.0,0.4444444444444444,0.625,0.48550724637681164,0.0,0.3861852170229261,0.025607202960885873,0.384132768719224,0.35647545747964626,0.14220622760789656,0.21933198253353495,0.3660851689248856,0.2539893956393629,0.16551785043188996,0.7680615664279437,0.399747823879918,0.9823167553516077,0.15077958894401133,0.7059471611086752,0.0,0.059931506849315086,0.1621931260229133,0.9773084288940971,0.9739249191266488,0.9774402254947392,1.0,0.17049105094079853,0.0,0.0,0.13997739261492087,0.33333333333333337,0.0,0.33333333333333326,0.0,0.25,0.6666666666666667,0.14818318620279533,0.25,0.9805143600015402,0.6666666666666667,0.6694441801269393,0.22725027043576693,0.717967820096364,0.25,0.14456981664315938,1.0,1.0,0.9579404614055916,0.0,0.0073126142595978105,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3073763041464287,0.465750483604944,118000.0
